Id. Acidente,Id. Peao,Sexo,Acções Peão,Lesões a 30 dias,Tipo Peão,Material Reflector,Peao Gr.Etario(<=5) SUM,Peao Gr.Etario(6-9) SUM,Peao Gr.Etario(10-14) SUM,Peao Gr.Etario(15-17) SUM,Peao Gr.Etario(18-20) SUM,Peao Gr.Etario(21-24) SUM,Peao Gr.Etario(25-29) SUM,Peao Gr.Etario(30-34) SUM,Peao Gr.Etario(35-39) SUM,Peao Gr.Etario(40-44) SUM,Peao Gr.Etario(45-49) SUM,Peao Gr.Etario (50-54) SUM,Peao Gr.Etario (55-59) SUM,Peao Gr.Etario (60-64) SUM,Peao Gr.Etario (65-69) SUM,Peao Gr.Etario (70-74) SUM,Peao Gr.Etario (>=75) SUM,Peao Gr.Etario(Não Def.) SUM
20232606199,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20232606201,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20232606202,1,Feminino,Em trabalhos na via,Ferido leve,Peão isolado,Sim,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20232606206,1,Masculino,Atravessando em passagem sinalizada,Morto,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232606212,1,Masculino,Transitando pela berma ou passeio,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20232606229,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20232606252,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20232606277,1,Feminino,Atravessando em passagem sinalizada com desrespeito da sinalização semafórica,Ferido leve,Peões em grupo,Não,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20232606277,2,Feminino,Atravessando em passagem sinalizada com desrespeito da sinalização semafórica,Ferido leve,Peões em grupo,Não,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20232606427,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20232606538,1,Masculino,Transitando pela berma ou passeio,Ferido leve,Peão isolado,Não,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20232606581,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20232606657,1,Masculino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20232607041,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232607069,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20232607081,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20232607090,1,Feminino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20232607110,1,Feminino,Atravessando em passagem sinalizada com desrespeito da sinalização semafórica,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20232607147,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232607159,1,Feminino,Transitando pela berma ou passeio,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20232607188,1,Masculino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20232607199,1,Feminino,Atravessando em passagem sinalizada com desrespeito da sinalização semafórica,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20232607208,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20232607339,1,Feminino,Em plena faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20232607360,1,Masculino,Transitando pela esquerda da faixa de rodagem,Morto,Peão isolado,Não,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20232607520,1,Masculino,A sair ou entrar num veículo,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20232607819,1,Masculino,Atravessando fora da passagem de peões a mais de 50m de uma passagem ou quando não exista passagem,Ferido grave,Peões em grupo,Não,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20232607843,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20232607906,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20232608137,1,Masculino,Surgindo inesperadamente na faixa de rodagem de trás de um obstáculo,Ferido leve,Peão isolado,Não,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20232608309,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20232608312,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20232608314,1,Feminino,Em plena faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20232608318,1,Feminino,Transitando pela berma ou passeio,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20232608395,1,Masculino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20232608422,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20232608441,1,Feminino,Em plena faixa de rodagem,Ileso,Peão isolado,Não,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20232608453,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232608558,1,Masculino,Transitando pela direita da faixa de rodagem,Morto,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20232608600,1,Feminino,Em plena faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20232609179,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peões em grupo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20232609179,2,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peões em grupo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20232609323,1,Masculino,Em trabalhos na via,Ferido leve,Peão isolado,Sim,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20232609498,1,Masculino,Atravessando fora da passagem de peões a mais de 50m de uma passagem ou quando não exista passagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232609502,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20232609507,1,Masculino,Em plena faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20232609512,1,Masculino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20232609527,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peões em grupo,Não,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20232609553,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20232609580,1,Feminino,Atravessando fora da passagem de peões a mais de 50m de uma passagem ou quando não exista passagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20232609610,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20232609619,1,Feminino,Transitando pela berma ou passeio,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232609620,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232609621,1,Feminino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232609634,1,Feminino,Transitando pela berma ou passeio,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20232609665,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20232609859,1,Feminino,Em plena faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20232610042,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20232610399,1,Feminino,Atravessando em passagem sinalizada com desrespeito da sinalização semafórica,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20232610407,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20232610439,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20232610469,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,NÃO DEFINIDO,Não,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20232610470,1,Feminino,Em plena faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20232610472,1,Masculino,Em plena faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20232610513,1,Feminino,Surgindo inesperadamente na faixa de rodagem de trás de um obstáculo,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20232610533,1,Feminino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232610539,1,Masculino,Transitando pela berma ou passeio,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20232610727,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peões em grupo,Não,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20232610746,1,Feminino,A sair ou entrar num veículo,Ferido leve,Peões em grupo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232610746,2,Feminino,A sair ou entrar num veículo,Ferido leve,Peões em grupo,Sim,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20232610775,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20232610780,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20232610788,1,Feminino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20232610801,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20232610805,1,Feminino,Em plena faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20232610807,1,Masculino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20232610822,1,Feminino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20232610833,1,Masculino,NÃO DEFINIDO,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232610848,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20232611117,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peões em grupo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232611117,2,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peões em grupo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232611129,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20232611191,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peões em grupo,Não,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20232611204,1,Masculino,Transitando pela direita da faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20232611226,1,Feminino,Transitando pela berma ou passeio,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20232611230,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20232611237,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20232611297,1,Masculino,Transitando pela berma ou passeio,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20232611498,1,Masculino,Em plena faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20232611559,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20232611738,1,Masculino,Em plena faixa de rodagem,Ferido grave,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232611825,1,Masculino,Atravessando fora da passagem de peões a mais de 50m de uma passagem ou quando não exista passagem,Morto,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20232611849,1,Feminino,A sair ou entrar num veículo,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20232611854,1,Feminino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232611917,1,Masculino,Em plena faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20232611980,1,Masculino,A sair ou entrar num veículo,Ferido grave,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20232612023,1,Masculino,Atravessando em passagem sinalizada,Ferido grave,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20232612198,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peões em grupo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20232612679,1,Masculino,NÃO DEFINIDO,Ferido grave,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232612684,1,Masculino,Atravessando em passagem sinalizada,Morto,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20232612696,1,Masculino,Atravessando fora da passagem de peões a mais de 50m de uma passagem ou quando não exista passagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20232612723,1,Feminino,A sair ou entrar num veículo,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20232612744,1,Masculino,Atravessando em passagem sinalizada com desrespeito da sinalização semafórica,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20232612754,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20232612768,1,Feminino,Em plena faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232612771,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20232612784,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232613101,1,Feminino,Transitando pela berma ou passeio,Morto,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20232613109,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232613459,1,Masculino,Atravessando fora da passagem de peões a mais de 50m de uma passagem ou quando não exista passagem,Ferido grave,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232613618,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232613677,1,Feminino,Atravessando fora da passagem de peões a mais de 50m de uma passagem ou quando não exista passagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20232613783,1,Masculino,Atravessando fora da passagem de peões a mais de 50m de uma passagem ou quando não exista passagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20232613788,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232613819,1,Feminino,Transitando pela berma ou passeio,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20232613832,1,Feminino,Surgindo inesperadamente na faixa de rodagem de trás de um obstáculo,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20232613841,1,Feminino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Morto,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20232613871,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20232613880,1,Masculino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20232613883,1,Feminino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20232613890,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20232614154,1,Masculino,Em plena faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20232614179,1,Masculino,Em plena faixa de rodagem,Morto,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20232614322,1,Masculino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232614577,1,Masculino,Transitando pela berma ou passeio,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20232614677,1,Feminino,Transitando pela direita da faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20232614732,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20232614773,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232614799,1,Masculino,Em plena faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232614818,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peões em grupo,Não,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20232614818,2,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peões em grupo,Não,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20232614850,1,Masculino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232614857,1,Masculino,Em plena faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20232614863,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20232614864,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peões em grupo,Não,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20232614873,1,Feminino,Transitando pela berma ou passeio,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232614875,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20232614877,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20232615080,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20232615425,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20232615721,1,Feminino,A sair ou entrar num veículo,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20232615738,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20232615751,1,Feminino,A sair ou entrar num veículo,Ferido leve,Peão isolado,Não,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20232615763,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20232615768,1,Feminino,Transitando pela berma ou passeio,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20232615785,1,Feminino,A sair ou entrar num veículo,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232615858,1,Masculino,Surgindo inesperadamente na faixa de rodagem de trás de um obstáculo,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232615930,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20232616367,1,Feminino,Em plena faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20232616778,1,Masculino,Surgindo inesperadamente na faixa de rodagem de trás de um obstáculo,Ferido grave,Peão isolado,Não,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20232616791,1,Masculino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20232616792,1,Masculino,Em plena faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20232616820,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20232616827,1,Masculino,Em plena faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20232616829,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232616849,1,Masculino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20232616853,1,Masculino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20232616861,1,Feminino,Atravessando fora da passagem de peões a mais de 50m de uma passagem ou quando não exista passagem,Ferido leve,Peões em grupo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20232616871,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232616872,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20232617108,1,Feminino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232617123,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
